show_id,type,title,director_id,country,date_added,release_year,rating,duration,description
148,TV Show,How to Be a Cowboy,,,2021-09-01,2021,TV-PG,1 Season,"Dale Brisby uses social media savvy and rodeo skills to keep cowboy traditions alive — and now he's teaching the world how to cowboy right, ol' son."
149,TV Show,HQ Barbers,434,,2021-09-01,2020,TV-14,1 Season,"When a family run barber shop in the heart of Lagos is threatened by real estate developers, they'll do whatever it takes to stay in business."
150,Movie,I Got the Hook Up,9429,United States,2021-09-01,1998,R,93 min,"After getting their hands on a misdirected shipment of cell phones, two hustlers try to cash in by hawking the merchandise from the back of their van."
151,Movie,In Too Deep,4130,United States,2021-09-01,1999,R,97 min,"Rookie cop Jeffrey Cole poses as a drug dealer to take down a crime lord and soon gets caught up in an underworld of bribery, intimidation and murder."
152,Movie,Initial D,,"China, Hong Kong",2021-09-01,2005,TV-14,109 min,"By day, an 18-year-old delivers tofu for his father, a retired race car driver; but by night, it's the teen's turn to take the wheel."
153,Movie,Janoskians: Untold and Untrue,12897,United States,2021-09-01,2016,TV-MA,88 min,Follow the story of three Australian brothers and their two friends who became an international sensation by posting pranks and gags on YouTube.
154,TV Show,Kid-E-Cats,,Russia,2021-09-01,2016,TV-Y,2 Seasons,"Cookie, Pudding and Candy are kitten siblings whose favorite things are sweet treats and letting their curiosity lead them on adventures in learning."
155,TV Show,Kuroko's Basketball,,Japan,2021-09-01,2015,TV-MA,3 Seasons,"Five middle school basketball stars went to separate high schools, and now Tetsuya Kuroko and Seirin High are making their play for glory."
156,Movie,Labyrinth,23780,"United Kingdom, United States",2021-09-01,1986,PG,101 min,"In Jim Henson's fantasy, teen Sarah embarks on a life-altering quest to rescue her little brother from the clutches of a treacherous goblin."
157,Movie,Letters to Juliet,35243,United States,2021-09-01,2010,PG,105 min,"By responding to a letter addressed to Shakespeare's tragic heroine Juliet Capulet, an American woman in Verona, Italy, is led in search of romance."
158,Movie,Level 16,17339,Canada,2021-09-01,2018,TV-14,102 min,"In a bleak academy that teaches girls the virtues of passivity, two students uncover the ghastly purpose behind their training and resolve to escape."
159,Movie,Love Don't Cost a Thing,5486,United States,2021-09-01,2003,PG-13,101 min,A nerdy teen tries to make himself cool by association when he convinces a popular cheerleader to pose as his girlfriend.
160,Movie,Love in a Puff,17259,Hong Kong,2021-09-01,2010,TV-MA,103 min,"When the Hong Kong government enacts a ban on smoking cigarettes indoors, the new law drives hard-core smokers outside, facilitating unlikely connections."
161,TV Show,Major Dad,,United States,2021-09-01,1992,TV-PG,4 Seasons,"When he marries a journalist and becomes stepdad to her daughters, a U.S. Marine finds his once-orderly life no longer entirely under his command."
162,Movie,Mars Attacks!,24259,United States,2021-09-01,1996,PG-13,106 min,"As flying saucers head for Earth, the president of the United States prepares to welcome alien visitors but soon learns they're not coming in peace."
163,Movie,Marshall,9984,"United States, China, Hong Kong",2021-09-01,2017,PG-13,118 min,"This biopic of Thurgood Marshall, the first Black U.S. Supreme Court justice, centers on his pivotal work in a sensational case as an NAACP lawyer."
164,Movie,My Boss's Daughter,38354,United States,2021-09-01,2003,R,86 min,"A young man house-sits for his mean boss, hoping to use it as an opportunity to win the heart of the boss's daughter, on whom he's long had a crush."
165,Movie,Mystery Men,35695,United States,2021-09-01,1999,PG-13,121 min,A team of far-from-super heroes try to earn respect by springing into action when brave and dashing Captain Amazing disappears.
166,TV Show,Oldsters,,,2021-09-01,2019,TV-MA,1 Season,Three friends in their 70s step out of retirement to become a band of outlaws whose mission is to help those let down by the justice system.
167,Movie,Once Upon a Time in America,26128,"Italy, United States",2021-09-01,1984,R,229 min,Director Sergio Leone's sprawling crime epic follows a group of Jewish mobsters who rise in the ranks of organized crime in 1920s New York City.
168,Movie,Open Season 2,,"United States, Canada",2021-09-01,2008,PG,76 min,Elliot the buck and his forest-dwelling cohorts must rescue their dachshund pal from some spoiled pets bent on returning him to domesticity.
169,Movie,Osmosis Jones,,United States,2021-09-01,2001,PG,95 min,Peter and Bobby Farrelly outdo themselves with this partially animated tale about an out-of-shape 40-year-old man who's the host to various organisms.
170,Movie,Poseidon,32243,United States,2021-09-01,2006,PG-13,98 min,"A tidal wave spells disaster for a ship of New Year's Eve revelers when it capsizes the mammoth vessel, sending passengers into a battle for survival."
171,Movie,Rhyme & Reason,4362,United States,2021-09-01,1997,R,89 min,"The world and culture of rap song topics such as race, violence, police, family and sex are examined by hip-hop performers from both coasts."
172,Movie,Same Kind of Different as Me,4867,United States,2021-09-01,2017,PG-13,120 min,A wealthy couple whose marriage is on the rocks befriends a local homeless man who changes their perspectives in this inspiring true story.
173,Movie,School of Rock,32669,"United States, Germany",2021-09-01,2003,PG-13,110 min,"Musician Dewey Finn gets a job as a fourth-grade substitute teacher, where he secretly begins teaching his students the finer points of rock 'n' roll."
174,Movie,Snervous Tyler Oakley,14782,United States,2021-09-01,2015,PG-13,83 min,"The inspiring Internet star and LGBT advocate shares an intimate view of his life and relationships during his international ""Slumber Party"" tour."
175,Movie,Tears of the Sun,16532,United States,2021-09-01,2003,R,121 min,"A Navy SEAL is sent to a war-torn African jungle to rescue a doctor, only to realize he must also save the refugees in the physician's care."
176,Movie,The Blue Lagoon,19814,United States,2021-09-01,1980,R,105 min,"Two shipwrecked children, stranded for years on a deserted island, fall in love as teenagers and attempt to forge a life in the isolated paradise."
177,Movie,The Golden Child,28100,United States,2021-09-01,1986,PG-13,94 min,A fast-talking L.A. social worker goes through a series of traps and terrors to find a kidnapped Tibetan child with mystical powers.
178,Movie,The Guns of Navarone,31895,"United Kingdom, United States",2021-09-01,1961,TV-14,156 min,"During World War II, British forces launch an attack designed to take out the massive Nazi cannons that guard a critical sea channel."
179,Movie,The Interview,,United States,2021-09-01,2014,R,112 min,Seth Rogen and James Franco star in this provocative comedy about two journalists recruited by the CIA after they arrange an interview with Kim Jong-un.
180,Movie,The Nutty Professor,15317,United States,2021-09-01,1996,PG-13,95 min,"After being made fun of for his weight, a kind and brainy professor takes a dose of a revolutionary formula that changes more than just his appearance."
181,Movie,The Nutty Professor II: The Klumps,12051,,2021-09-01,2000,PG-13,107 min,"After getting engaged, Sherman Klump prepares for his big day. But his sinister alter ego Buddy Love threatens to ruin his wedding and reputation."
182,TV Show,Turning Point: 9/11 and the War on Terror,,,2021-09-01,2021,TV-14,1 Season,"This unflinching series documents the 9/11 terrorist attacks, from Al Qaeda's roots in the 1980s to America's response, both at home and abroad."
183,Movie,Welcome Home Roscoe Jenkins,32406,United States,2021-09-01,2008,PG-13,114 min,"R.J. travels to Georgia for his parents' 50th anniversary. But after pompously flaunting his Hollywood lifestyle, he must examine what he's become."
184,Movie,In the Line of Fire,32243,United States,2021-08-31,1993,R,129 min,A twisted yet ingenious killer torments a veteran Secret Service agent who's haunted by his failure years ago to save President John F. Kennedy.
185,TV Show,Sparking Joy,,United States,2021-08-31,2021,TV-PG,1 Season,"In this reality series, Marie Kondo brings her joyful tidying tactics to people struggling to balance work and home life — and shares her own world."
186,Movie,Untold: Crime & Penalties,,,2021-08-31,2021,TV-MA,86 min,"They were the bad boys of hockey — a team bought by a man with mob ties, run by his 17-year-old son, and with a rep for being as violent as they were good."
187,TV Show,Hometown Cha-Cha-Cha,,,2021-08-29,2021,TV-14,1 Season,"A big-city dentist opens up a practice in a close-knit seaside village, home to a charming jack-of-all-trades who is her polar opposite in every way."
188,TV Show,The Ingenuity of the Househusband,,,2021-08-29,2021,TV-G,1 Season,A tough guy with a knack for housework tackles household tasks with meticulous care in these comedic live-action vignettes.
189,Movie,2 Alone in Paris,,France,2021-08-28,2008,TV-MA,97 min,"A bumbling Paris policeman is doggedly determined to capture the master thief that repeatedly eludes him, even when they're the last two men on Earth."
190,TV Show,Bread Barbershop,,,2021-08-28,2020,TV-Y,2 Seasons,"In a town filled with food, Bread is a master cake decorator who gives life-changing makeovers that will put any customer in an amazing mood."
191,Movie,Thimmarusu,22844,India,2021-08-28,2021,TV-14,125 min,"Eight years after a young man is framed for murder, an up-and-coming lawyer re-opens the case, beginning a tricky mission to find the real culprit."
192,Movie,Wind River,36205,"United Kingdom, Canada, United States",2021-08-28,2017,R,107 min,A tracker with the U.S. Fish and Wildlife Service assists a rookie FBI agent who's investigating a teen girl's murder on a remote Wyoming reservation.
193,Movie,C Kkompany,4585,India,2021-08-27,2008,TV-14,127 min,"Three broke friends pose as an underworld gang for extortion, but their plan takes on a life of its own when their phony company becomes famous."
194,TV Show,D.P.,,", South Korea",2021-08-27,2021,TV-MA,1 Season,A young private’s assignment to capture army deserters reveals the painful reality endured by each enlistee during his compulsory call of duty.
195,TV Show,Deadly Sins,,,2021-08-27,2002,TV-MA,1 Season,A multimillionaire fakes his death and forces his relatives to live together in his mansion for one year to see who's worthy of inheriting his fortune.
196,Movie,EMI: Liya Hai To Chukana Padega,1970,India,2021-08-27,2008,TV-14,128 min,A bank hires an enigmatic and unorthodox debt collector to recover money from four borrowers who are unable to pay their loans.
197,Movie,He's All That,4887,,2021-08-27,2021,TV-14,92 min,"An influencer specializing in makeovers bets she can transform an unpopular classmate into prom king in this remake of the teen classic ""She's All That."""
198,TV Show,I Heart Arlo,,,2021-08-27,2021,TV-Y7,1 Season,It's a whole new world for Arlo and his one-of-a kind pals when they set out to restore a run-down New York City neighborhood — and make it their own.
199,TV Show,King of Boys: The Return of the King,34111,Nigeria,2021-08-27,2021,TV-MA,1 Season,"Alhaja Eniola Salami starts anew and sets her sights on a different position of power, fueled by revenge, regret and ruthlessness."
200,Movie,Koi Aap Sa,9388,India,2021-08-27,2006,TV-14,135 min,"Star athlete Rohan has his eye on a beautiful art student. But when his best friend Simran experiences a crisis, he drops everything to help her."
201,Movie,Krishna Cottage,6942,India,2021-08-27,2004,TV-14,124 min,True love is put to the test when another woman comes between a pair of star-crossed young lovers in this thriller.
202,Movie,Kucch To Hai,,India,2021-08-27,2003,TV-14,136 min,"A student tries to steal a test from a teacher's home, leaving him for dead after an accident. A string of murders may be the professor's revenge."
